plant_name,unit_name,plant_unit_name,owner,parent_company,capacity_mw,status,start_year,retired_year,region,country_area,subnational_unit,latitude,longitude,technology,fuel_type,announced_year,construction_start,operating_year,mothballed_year,cancelled_year,wiki_url
,,,Inner Mongolia Huomeihongjun Aluminium & Electricity Co Ltd [100%],INNER MONGOLIA DIAN TOU ENERGY Corporation Ltd [51.0%]; State Power Investment Corp Ltd [35.7%]; Ronghe Diantou No.7 (Jiaxing) Venture Capital Partnership LP [13.3%],350.0,operating,,,Asia,China,,45.5128784,119.6504373,,,,,,,,https://www.gem.wiki/Hongjun_Aluminum_power_station
,,,Shaanxi Yulin Energy Group Co Ltd [100%],Shaanxi Yulin Energy Group Co Ltd [100.0%],660.0,shelved,,,Asia,China,,38.133401,109.172796,,,,,,,,https://www.gem.wiki/Hongshiqiao_power_station
,,,State Power Xinjiang Hongyanchi Power Generation Co Ltd [100%],China Huadian Group Corp [100.0%],330.0,cancelled,,,Asia,China,,43.7280648,87.6293564,,,,,,,,https://www.gem.wiki/Hongyanchi-1_power_station
,,,State Power Xinjiang Hongyanchi Power Generation Co Ltd [100%],China Huadian Group Corp [100.0%],330.0,operating,,,Asia,China,,43.7280648,87.6293564,,,,,,,,https://www.gem.wiki/Hongyanchi-1_power_station
,,,State Power Xinjiang Hongyanchi Power Generation Co Ltd [100%],China Huadian Group Corp [100.0%],55.0,retired,,,Asia,China,,43.7280648,87.6293564,,,,,,,,https://www.gem.wiki/Hongyanchi-1_power_station
,,,State Power Xinjiang Hongyanchi Power Generation Co Ltd [100%],China Huadian Group Corp [100.0%],50.0,retired,,,Asia,China,,43.7280648,87.6293564,,,,,,,,https://www.gem.wiki/Hongyanchi-1_power_station
,,,State Power Xinjiang Hongyanchi Power Generation Co Ltd [100%],China Huadian Group Corp [100.0%],110.0,retired,,,Asia,China,,43.7280648,87.6293564,,,,,,,,https://www.gem.wiki/Hongyanchi-1_power_station
,,,State Power Xinjiang Hongyanchi Power Generation Co Ltd [100%],China Huadian Group Corp [100.0%],330.0,cancelled,,,Asia,China,,43.7432432,87.6574981,,,,,,,,https://www.gem.wiki/Hongyanchi-2_power_station
,,,State Power Xinjiang Hongyanchi Power Generation Co Ltd [100%],China Huadian Group Corp [100.0%],200.0,operating,,,Asia,China,,43.7432432,87.6574981,,,,,,,,https://www.gem.wiki/Hongyanchi-2_power_station
,,,Liaoning Shenmei Hongyang Thermal Power Co Ltd [100%],Shenyang Coal Industry (Group) Co Ltd [55.6%]; other [17.7%]; China Cinda Asset Management Co Ltd [16.4%]; Liaoning Huida Enterprise Management Co Ltd [6.2%]; Tibet Shannan Jintian Investment Partnership Enterprise LP [1.6%]; Tibet Shannan Jinrui Investment Partnership Enterprise LP [1.6%]; Tibet Shannan Jinqiang Investment Partnership Enterprise LP [0.9%],300.0,operating,,,Asia,China,,41.35703,123.22195,,,,,,,,https://www.gem.wiki/Hongyang_cogen_power_station
,,,Lianyungang Hongyang Thermal Power Co Ltd [100%],Jiangsu Fangyang Group Co Ltd [50.0%]; Wujiang Wuda Trading Co Ltd [42.0%]; Suzhou Huaxia Group Co Ltd [5.8%]; Wujiang Yichang Trade Co Ltd [2.2%],40.0,operating,,,Asia,China,,34.551672,119.579492,,,,,,,,https://www.gem.wiki/Hongyang_Lianyungang_power_station
,,,Lianyungang Hongyang Thermal Power Co Ltd [100%],Jiangsu Fangyang Group Co Ltd [50.0%]; Wujiang Wuda Trading Co Ltd [42.0%]; Suzhou Huaxia Group Co Ltd [5.8%]; Wujiang Yichang Trade Co Ltd [2.2%],35.0,pre-permit,,,Asia,China,,34.551672,119.579492,,,,,,,,https://www.gem.wiki/Hongyang_Lianyungang_power_station
,,,Lianyungang Hongyang Thermal Power Co Ltd [100%],Jiangsu Fangyang Group Co Ltd [50.0%]; Wujiang Wuda Trading Co Ltd [42.0%]; Suzhou Huaxia Group Co Ltd [5.8%]; Wujiang Yichang Trade Co Ltd [2.2%],60.0,pre-permit,,,Asia,China,,34.551672,119.579492,,,,,,,,https://www.gem.wiki/Hongyang_Lianyungang_power_station
,,,Lianyungang Hongyang Thermal Power Co Ltd [100%],Jiangsu Fangyang Group Co Ltd [50.0%]; Wujiang Wuda Trading Co Ltd [42.0%]; Suzhou Huaxia Group Co Ltd [5.8%]; Wujiang Yichang Trade Co Ltd [2.2%],35.0,operating,,,Asia,China,,34.551672,119.579492,,,,,,,,https://www.gem.wiki/Hongyang_Lianyungang_power_station
,,,Lianyungang Hongyang Thermal Power Co Ltd [100%],Jiangsu Fangyang Group Co Ltd [50.0%]; Wujiang Wuda Trading Co Ltd [42.0%]; Suzhou Huaxia Group Co Ltd [5.8%]; Wujiang Yichang Trade Co Ltd [2.2%],60.0,operating,,,Asia,China,,34.551672,119.579492,,,,,,,,https://www.gem.wiki/Hongyang_Lianyungang_power_station
,,,Shulan Hongyuan Coal Gangue Thermal Power Co Ltd [100%],Jilin City State-Owned Capital Development Holding Group Co Ltd [28.7%]; Shulan Shengji Property Co Ltd [20.0%]; Beijing Guoju Investment Holding Group Co Ltd [15.1%]; Jilin Tongxin Heating Group Co Ltd [12.1%]; Beijing Dayue Consulting Co Ltd [7.9%]; Beijing Dayue Information Consulting Center LP [7.9%]; natural person(s) [7.5%]; China Development Bank Corp [0.9%],35.0,operating,,,Asia,China,,44.419631,126.966326,,,,,,,,https://www.gem.wiki/Hongyuan_Waste_Coal_Cogen_power_station
,,,Xinjiang Energy (Group) Hetian Energy Co Ltd [100%],Xinjiang Energy (Group) Co Ltd [100.0%],350.0,construction,,,Asia,China,,37.2661537,79.9923769,,,,,,,,https://www.gem.wiki/Hotan_power_station
,,,Shanxi Houma Jintian Thermoelectricity Co Ltd [100%],State Grid Shanxi Electric Power Company Trade Union Committee [45.7%]; Shanxi Electric Power [34.8%]; Shanxi Electric Power Trade Union Committee [19.6%],50.0,retired,,,Asia,China,,35.607577,111.368867,,,,,,,,https://www.gem.wiki/Houma_Jintian_Cogen_power_station
,,,Huayang Electric Power Co Ltd [100%],Huayang Investment (Hong Kong) Ltd [100.0%],600.0,operating,,,Asia,China,,24.3030594,118.1259157,,,,,,,,https://www.gem.wiki/Houshi_power_station
,,,Shaanxi Huadian Ankang Power Generation Co Ltd [100%],China Huadian Group Corp [50.0%]; Shaanxi Coal and Chemical Industry Co Ltd [50.0%],660.0,cancelled,,,Asia,China,,32.962562,108.333671,,,,,,,,https://www.gem.wiki/Huadian_Ankang_power_station
,,,Huadian Power International Co Ltd [100%],Huadian Power International Co Ltd [100.0%],1000.0,cancelled,,,Asia,China,,38.996065,118.487549,,,,,,,,https://www.gem.wiki/Huadian_Caofeidian_power_station
,,,Xinjiang Huadian Changji Thermoelectricity Co Ltd [100%],China Huadian Group Corp [51.0%]; Changji State-owned Assets Investment Management Group Co Ltd [49.0%],330.0,operating,,,Asia,China,,44.06325,87.326558,,,,,,,,https://www.gem.wiki/Huadian_Changji_power_station
,,,Xinjiang Huadian Changji Thermal Power Erqi Co Ltd [100%],China Huadian Group Corp [85.0%]; Changji State-owned Assets Investment Management Group Co Ltd [7.5%]; Changji State Owned Assets Investment Holding Co Ltd [6.4%]; Changji Guoli Jiufang Investment Fund Partnership LP [1.1%],125.0,retired,,,Asia,China,,43.99144,87.31149,,,,,,,,https://www.gem.wiki/Huadian_Changji_power_station
,,,Shanxi Jinneng Group Datong Thermoelectricity Co Ltd [100%],China Huadian Group Corp [100.0%],135.0,retired,,,Asia,China,,40.066343,113.21841,,,,,,,,https://www.gem.wiki/Huadian_Datong-1_power_station
,,,Huadian Power International Co Ltd [100%],Huadian Power International Co Ltd [100.0%],1000.0,cancelled,,,Asia,China,,35.033817,115.507834,,,,,,,,https://www.gem.wiki/Huadian_Dingtao_power_station
,,,China Huadian Group Corp [100%],China Huadian Group Corp [100.0%],660.0,cancelled,,,Asia,China,,42.183333,116.466667,,,,,,,,https://www.gem.wiki/Huadian_Duolun_power_station
,,,Xinjiang Huadian Gaochang Thermal Power Co Ltd [100%],China Huadian Group Corp [100.0%],350.0,operating,,,Asia,China,,42.879651,89.167144,,,,,,,,https://www.gem.wiki/Huadian_Gaochang_Cogen_power_station
,,,China Huadian Group Corp [100%],China Huadian Group Corp [100.0%],660.0,announced,,,Asia,China,,36.416667,94.883333,,,,,,,,https://www.gem.wiki/Huadian_Golmud_power_station
,,,China Huadian Group Corp [100%],China Huadian Group Corp [100.0%],660.0,permitted,,,Asia,China,,36.416667,94.883333,,,,,,,,https://www.gem.wiki/Huadian_Golmud_power_station
,,,Xinjiang Huadian Hami Thermal Power Co Ltd [100%],China Huadian Group Corp [100.0%],135.0,operating,,,Asia,China,,42.893385,93.440788,,,,,,,,https://www.gem.wiki/Huadian_Hami_power_station
,,,Xinjiang Huadian Yizhou Thermal Power Co Ltd [100%],China Huadian Group Corp [100.0%],350.0,cancelled,,,Asia,China,,42.893385,93.440788,,,,,,,,https://www.gem.wiki/Huadian_Hami_power_station
,,,Xinjiang Huadian Yizhou Thermal Power Co Ltd [100%],China Huadian Group Corp [100.0%],350.0,operating,,,Asia,China,,42.893385,93.440788,,,,,,,,https://www.gem.wiki/Huadian_Hami_power_station
,,,Xinjiang Huadian Kashi Thermal Power Co Ltd [100%],China Huadian Group Corp [99.7%]; other [0.3%],350.0,operating,,,Asia,China,,39.4815702,76.0498524,,,,,,,,https://www.gem.wiki/Huadian_Kashi_power_station
,,,Xinjiang Huadian Kashi Thermal Power Co Ltd [100%],China Huadian Group Corp [99.7%]; other [0.3%],50.0,retired,,,Asia,China,,39.4815702,76.0498524,,,,,,,,https://www.gem.wiki/Huadian_Kashi_power_station
,,,Xinjiang Huadian Kashi Thermal Power Co Ltd [100%],China Huadian Group Corp [99.7%]; other [0.3%],660.0,construction,,,Asia,China,,39.4815702,76.0498524,,,,,,,,https://www.gem.wiki/Huadian_Kashi_power_station
,,,Huadian Laizhou Power Generation Co Ltd [100%],Huadian Power International Co Ltd [75.0%]; Shandong Development Investment Holding Group Co Ltd [17.5%]; Shandong Guohui Investment Co Ltd [5.0%]; Shandong Caixin Asset Operation Co Ltd [2.5%],1000.0,operating,,,Asia,China,,37.432222,120.018056,,,,,,,,https://www.gem.wiki/Huadian_Laizhou_power_station
,,,Huadian Laizhou Power Generation Co Ltd [100%],Huadian Power International Co Ltd [75.0%]; Shandong Development Investment Holding Group Co Ltd [17.5%]; Shandong Guohui Investment Co Ltd [5.0%]; Shandong Caixin Asset Operation Co Ltd [2.5%],1050.0,operating,,,Asia,China,,37.432222,120.018056,,,,,,,,https://www.gem.wiki/Huadian_Laizhou_power_station
,,,Shandong Bainian Electric Power Development Co Ltd [100%],Huadian Power International Co Ltd [100.0%],220.0,operating,,,Asia,China,,37.680335,120.313152,,,,,,,,https://www.gem.wiki/Huadian_Longkou_power_station
,,,Shandong Bainian Electric Power Development Co Ltd [100%],Huadian Power International Co Ltd [100.0%],110.0,retired,,,Asia,China,,37.680335,120.313152,,,,,,,,https://www.gem.wiki/Huadian_Longkou_power_station
,,,Shandong Bainian Electric Power Development Co Ltd [100%],Huadian Power International Co Ltd [100.0%],660.0,operating,,,Asia,China,,37.680335,120.313152,,,,,,,,https://www.gem.wiki/Huadian_Longkou_power_station
,,,Shandong Bainian Electric Power Development Co Ltd [100%],Huadian Power International Co Ltd [100.0%],660.0,construction,,,Asia,China,,37.680335,120.313152,,,,,,,,https://www.gem.wiki/Huadian_Longkou_power_station
,,,Huadian Energy Co Ltd [100%],Huadian Energy Co Ltd [100.0%],600.0,cancelled,,,Asia,China,,45.528,131.843,,,,,,,,https://www.gem.wiki/Huadian_Mishan_power_station
,,,China Huadian Group Corp [100%],China Huadian Group Corp [100.0%],1000.0,cancelled,,,Asia,China,,39.450426,111.438427,,,,,,,,https://www.gem.wiki/Huadian_Pianguan_power_station
,,,Huadian Xinjiang Shawan Energy Co Ltd [100%],China Huadian Group Corp [67.9%]; State Power Investment Corp Ltd [21.8%]; Xinjiang Investment Development (Group) Co Ltd [10.3%],350.0,cancelled,,,Asia,China,,44.309987,85.603456,,,,,,,,https://www.gem.wiki/Huadian_Shawan_Cogen_power_station
,,,Henan Branch of Huadian International Power Co Ltd [100%],Huadian Power International Co Ltd [100.0%],1000.0,cancelled,,,Asia,China,,33.411944,115.098889,,,,,,,,https://www.gem.wiki/Huadian_Shenqiu_power_station
,,,Shuozhou Thermal Power Branch of Huadian International Power Co Ltd [100%],Huadian Power International Co Ltd [100.0%],350.0,operating,,,Asia,China,,39.358027,112.483542,,,,,,,,https://www.gem.wiki/Huadian_Shuozhou_power_station
,,,China Huadian Group Corp [100%],China Huadian Group Corp [100.0%],1000.0,cancelled,,,Asia,China,,35.996944,115.856667,,,,,,,,https://www.gem.wiki/Huadian_Taiqian_power_station
,,,Huadian (Inner Mongolia) New Energy Co Ltd [100%],China Huadian Group Corp [52.4%]; Huadian Power International Co Ltd [31.0%]; other [16.6%],1000.0,pre-permit,,,Asia,China,,40.642098,106.265457,,,,,,,,https://www.gem.wiki/Huadian_Tengger_power_station
,,,Gansu Branch of China Huadian Group Co Ltd [100%],China Huadian Group Corp [100.0%],350.0,cancelled,,,Asia,China,,34.65616,105.72743,,,,,,,,https://www.gem.wiki/Huadian_Tianshui_cogen_power_station
,,,Sinkiang Tuhuadian Tulufan Power Generation Co Ltd [100%],China Huadian Group Corp [98.4%]; other [1.6%],660.0,cancelled,,,Asia,China,,42.730583,88.617,,,,,,,,https://www.gem.wiki/Huadian_Turpan_power_station
,,,Sinkiang Tuhuadian Tulufan Power Generation Co Ltd [100%],China Huadian Group Corp [98.4%]; other [1.6%],135.0,retired,,,Asia,China,,42.730583,88.617,,,,,,,,https://www.gem.wiki/Huadian_Turpan_power_station
,,,"Urumqi Thermal Power Plant, Huadian Xinjiang Power Generation Co Ltd [100%]",China Huadian Group Corp [100.0%],330.0,operating,,,Asia,China,,43.901111,87.6975,,,,,,,,https://www.gem.wiki/Huadian_Urumqi_power_station
,,,Huadian Weifang Power Generation Co Ltd [100%],Huadian Power International Co Ltd [64.3%]; Weifang Investment Group Co Ltd [33.3%]; Shandong Caixin Asset Operation Co Ltd [2.4%],1000.0,cancelled,,,Asia,China,,36.6656392,119.2632115,,,,,,,,https://www.gem.wiki/Huadian_Weifang_power_station
,,,Huadian Weifang Power Generation Co Ltd [100%],Huadian Power International Co Ltd [64.3%]; Weifang Investment Group Co Ltd [33.3%]; Shandong Caixin Asset Operation Co Ltd [2.4%],670.0,operating,,,Asia,China,,36.6656392,119.2632115,,,,,,,,https://www.gem.wiki/Huadian_Weifang_power_station
,,,Huadian Weifang Power Generation Co Ltd [100%],Huadian Power International Co Ltd [64.3%]; Weifang Investment Group Co Ltd [33.3%]; Shandong Caixin Asset Operation Co Ltd [2.4%],330.0,operating,,,Asia,China,,36.6656392,119.2632115,,,,,,,,https://www.gem.wiki/Huadian_Weifang_power_station
,,,Huadian Xinjiang Power Generation Co Ltd Weihuliang Power Plant [100%],China Huadian Group Corp [100.0%],125.0,retired,,,Asia,China,,43.8503314,87.649465,,,,,,,,https://www.gem.wiki/Huadian_Weihuliang_power_station
,,,Huadian Xinjiang Power Generation Co Ltd Weihuliang Power Plant [100%],China Huadian Group Corp [100.0%],300.0,cancelled,,,Asia,China,,43.850278,87.648889,,,,,,,,https://www.gem.wiki/Huadian_Weihuliang_power_station
,,,Inner Mongolia Huadian Wuda Thermal Power Co Ltd [100%],China Huadian Group Corp [40.0%]; Hubei Yihua Chemical Industry Co Ltd [27.0%]; Ordos Shenyu Energy Co Ltd [23.0%]; Dongfang Electric Corp [10.0%],600.0,cancelled,,,Asia,China,,39.479798,106.734388,,,,,,,,https://www.gem.wiki/Huadian_Wuda_power_station
,,,Inner Mongolia Huadian Wuda Thermal Power Co Ltd [100%],China Huadian Group Corp [40.0%]; Hubei Yihua Chemical Industry Co Ltd [27.0%]; Ordos Shenyu Energy Co Ltd [23.0%]; Dongfang Electric Corp [10.0%],150.0,operating,,,Asia,China,,39.479798,106.734388,,,,,,,,https://www.gem.wiki/Huadian_Wuda_power_station
,,,Huangshi Thermal Power Branch of Huadian Hubei Power Generation Co Ltd [100%],Huadian Power International Co Ltd [82.6%]; other [17.4%],660.0,permitted,,,Asia,China,,29.950755,115.413847,,,,,,,,https://www.gem.wiki/Huadian_Wuxue_Huangshi_cogen_power_station
,,,Hubei Huadian Xiangyang Power Generation Co Ltd [100%],Huadian Power International Co Ltd [49.6%]; Shaanxi Coal and Chemical Industry Co Ltd [30.0%]; other [10.5%]; Hanjiang State Owned Capital Investment Group Co Ltd [9.9%],1000.0,cancelled,,,Asia,China,,31.787378,112.171993,,,,,,,,https://www.gem.wiki/Huadian_Xiangyang_power_station
,,,Hubei Huadian Xiangyang Power Generation Co Ltd [100%],Huadian Power International Co Ltd [49.6%]; Shaanxi Coal and Chemical Industry Co Ltd [30.0%]; other [10.5%]; Hanjiang State Owned Capital Investment Group Co Ltd [9.9%],640.0,operating,,,Asia,China,,31.9118256,112.16692,,,,,,,,https://www.gem.wiki/Huadian_Xiangyang_power_station
,,,Hubei Huadian Xiangyang Power Generation Co Ltd [100%],Huadian Power International Co Ltd [49.6%]; Shaanxi Coal and Chemical Industry Co Ltd [30.0%]; other [10.5%]; Hanjiang State Owned Capital Investment Group Co Ltd [9.9%],330.0,operating,,,Asia,China,,31.9118256,112.16692,,,,,,,,https://www.gem.wiki/Huadian_Xiangyang_power_station
,,,Xinjiang Huadian Xiheishan Power Generation Co Ltd [100%],An Hui Wenergy Co Ltd [70.0%]; China Huadian Group Corp [30.0%],660.0,construction,,,Asia,China,,44.555,90.236,,,,,,,,https://www.gem.wiki/Huadian_Xiheishan_power_station
,,,Hubei Huadian Xisai Mountain Power Generation Co Ltd [100%],Meiya Yellowstone Power [49.0%]; Huadian Power International Co Ltd [41.3%]; other [9.7%],680.0,operating,,,Asia,China,,30.203056,115.180278,,,,,,,,https://www.gem.wiki/Huadian_Xisaishan_power_station
,,,Hubei Huadian Xisai Mountain Power Generation Co Ltd [100%],Meiya Yellowstone Power [49.0%]; Huadian Power International Co Ltd [41.3%]; other [9.7%],330.0,operating,,,Asia,China,,30.203056,115.180278,,,,,,,,https://www.gem.wiki/Huadian_Xisaishan_power_station
,,,Inner Mongolia Mengtai Buliangou Coal Industry Co Ltd Coal Gangue Thermal Power Plant [100%],INNER MONGOLIA Mengtai Croup Co [49.0%]; China Huadian Group Corp [39.8%]; Huadian Power International Co Ltd [6.0%]; other [5.2%],300.0,operating,,,Asia,China,,40.035747,111.287287,,,,,,,,https://www.gem.wiki/Huadian_Zhunger_Dalu_Waste_Coal_power_station
,,,Huadian Zibo Thermoelectricity Co Ltd [100%],Huadian Power International Co Ltd [100.0%],88.6,retired,,,Asia,China,,36.7602122,118.0540395,,,,,,,,https://www.gem.wiki/Huadian_Zibo_power_station
,,,Huadian Zibo Thermoelectricity Co Ltd [100%],Huadian Power International Co Ltd [100.0%],145.0,operating,,,Asia,China,,36.7602122,118.0540395,,,,,,,,https://www.gem.wiki/Huadian_Zibo_power_station
,,,Huadian Zibo Thermoelectricity Co Ltd [100%],Huadian Power International Co Ltd [100.0%],330.0,operating,,,Asia,China,,36.7602122,118.0540395,,,,,,,,https://www.gem.wiki/Huadian_Zibo_power_station
,,,Huadian Zibo Thermoelectricity Co Ltd [100%],Huadian Power International Co Ltd [100.0%],660.0,cancelled,,,Asia,China,,36.7602122,118.0540395,,,,,,,,https://www.gem.wiki/Huadian_Zibo_power_station
,,,Guodian Huai'an Thermal Power Co Ltd [100%],China Energy Investment Corp [55.0%]; Huadian Power International Co Ltd [35.0%]; Hebei Hengfeng Power Generation Co Ltd Trade Union Committee [6.4%]; Guanxu Investment [3.6%],330.0,operating,,,Asia,China,,40.6451907,114.4052052,,,,,,,,https://www.gem.wiki/Huai'an_power_station
,,,Huaibei GO-ON POWER Co Ltd [100%],"An Hui Wenergy Co Ltd [40.0%]; China National Coal Group [35.0%]; Shouda Holdings Limited (Hong Kong, China) [12.5%]; Xing'an Holdings Limited (Hong Kong, China) [12.5%]",660.0,construction,,,Asia,China,,33.84472,116.93606,,,,,,,,https://www.gem.wiki/Huaibei_Guo'an_power_station
,,,Huaibei GO-ON POWER Co Ltd [100%],"An Hui Wenergy Co Ltd [40.0%]; China National Coal Group [35.0%]; Shouda Holdings Limited (Hong Kong, China) [12.5%]; Xing'an Holdings Limited (Hong Kong, China) [12.5%]",320.0,operating,,,Asia,China,,33.84472,116.93606,,,,,,,,https://www.gem.wiki/Huaibei_Guo'an_power_station
,,,Datang Anhui Power Generation Co Ltd [100%],Datang International Power Generation Co Ltd [100.0%],660.0,operating,,,Asia,China,,33.867939,116.8592012,,,,,,,,https://www.gem.wiki/Huaibei_Hushan_power_station
,,,Linhuan Zhongli Electricity Generation Co Ltd [100%],An Hui Wenergy Co Ltd [51.0%]; Huaibei MINING (GROUP) Co Ltd [19.3%]; other [17.3%]; Anhui Province Energy Group Co Ltd [12.3%],660.0,cancelled,,,Asia,China,,33.612658,116.586188,,,,,,,,https://www.gem.wiki/Huaibei_Linhuan_power_station
,,,Linhuan Zhongli Electricity Generation Co Ltd [100%],An Hui Wenergy Co Ltd [51.0%]; Huaibei MINING (GROUP) Co Ltd [19.3%]; other [17.3%]; Anhui Province Energy Group Co Ltd [12.3%],330.0,operating,,,Asia,China,,33.612658,116.586188,,,,,,,,https://www.gem.wiki/Huaibei_Linhuan_power_station
,,,Linhuan Zhongli Electricity Generation Co Ltd [100%],An Hui Wenergy Co Ltd [51.0%]; Huaibei MINING (GROUP) Co Ltd [19.3%]; other [17.3%]; Anhui Province Energy Group Co Ltd [12.3%],300.0,operating,,,Asia,China,,33.612658,116.586188,,,,,,,,https://www.gem.wiki/Huaibei_Linhuan_power_station
,,,Huaibei Shenneng Power Generation Co Ltd [100%],Shenergy Co Ltd [100.0%],1350.0,operating,,,Asia,China,,33.83392,116.831102,,,,,,,,https://www.gem.wiki/Huaibei_Pingshan_power_station
,,,Huaibei Shenwan Power Generation Co Ltd [100%],Shenergy Co Ltd [51.0%]; An Hui Wenergy Co Ltd [24.5%]; Anhui Guohua Investment Group Co Ltd [8.6%]; Huaibei MINING (GROUP) Co Ltd [6.3%]; other [5.6%]; Anhui Province Energy Group Co Ltd [4.0%],660.0,operating,,,Asia,China,,33.83392,116.831102,,,,,,,,https://www.gem.wiki/Huaibei_Pingshan_power_station
,,,Datang Huaibei Power Generation Co Ltd [100%],Datang International Power Generation Co Ltd [100.0%],200.0,retired,,,Asia,China,,33.965662,116.776428,,,,,,,,https://www.gem.wiki/Huaibei_power_station
,,,Datang Huaibei Power Generation Co Ltd [100%],Datang International Power Generation Co Ltd [100.0%],125.0,retired,,,Asia,China,,33.965662,116.776428,,,,,,,,https://www.gem.wiki/Huaibei_power_station
,,,Datang Huaibei Power Generation Co Ltd [100%],Datang International Power Generation Co Ltd [100.0%],50.0,retired,,,Asia,China,,33.965662,116.776428,,,,,,,,https://www.gem.wiki/Huaibei_power_station
,,,Datang Huaibei Power Generation Co Ltd [100%],Datang International Power Generation Co Ltd [100.0%],210.0,retired,,,Asia,China,,33.965662,116.776428,,,,,,,,https://www.gem.wiki/Huaibei_power_station
,,,Datang Huayin Huaihua Stone Coal Resources Development Co Ltd [100%],Guoyue Investment Group Co Ltd [100.0%],300.0,shelved,,,Asia,China,,27.068535,109.901109,,,,,,,,https://www.gem.wiki/Huaihua_Gangue_power_station
,,,Huaizhe Coal & Electricity Co Ltd [100%],Zhejiang Zheneng Electric Power Co Ltd [49.6%]; Huaihe Energy Holding Group Co Ltd [37.3%]; China Development Bank Corp [5.4%]; other [4.0%]; China Cinda Asset Management Co Ltd [3.7%],660.0,operating,,,Asia,China,,32.758,116.65,,,,,,,,https://www.gem.wiki/Huainan_Fengtai_power_station
,,,Huaizhe Coal & Electricity Co Ltd [100%],Zhejiang Zheneng Electric Power Co Ltd [49.6%]; Huaihe Energy Holding Group Co Ltd [37.3%]; China Development Bank Corp [5.4%]; other [4.0%]; China Cinda Asset Management Co Ltd [3.7%],600.0,operating,,,Asia,China,,32.758,116.65,,,,,,,,https://www.gem.wiki/Huainan_Fengtai_power_station
,,,Huaihe Energy Power Group Co Ltd [100%],Huaihe Energy Holding Group Co Ltd [74.0%]; China Development Bank Corp [10.7%]; other [7.8%]; China Cinda Asset Management Co Ltd [7.4%],330.0,operating,,,Asia,China,,32.81409,116.56895,,,,,,,,https://www.gem.wiki/Huainan_Guqiao_power_station
,,,Anhui Huainan Luoneng Power Generation Co Ltd [100%],Datang International Power Generation Co Ltd [52.8%]; An Hui Wenergy Co Ltd [46.0%]; other [1.2%],630.0,operating,,,Asia,China,,32.68455,117.07511,,,,,,,,https://www.gem.wiki/Huainan_Luohe_power_station
,,,Anhui Huainan Luoneng Power Generation Co Ltd [100%],Datang International Power Generation Co Ltd [52.8%]; An Hui Wenergy Co Ltd [46.0%]; other [1.2%],300.0,operating,,,Asia,China,,32.68455,117.07511,,,,,,,,https://www.gem.wiki/Huainan_Luohe_power_station
,,,Datang Anhui Power Generation Co Ltd [100%],Datang International Power Generation Co Ltd [100.0%],320.0,operating,,,Asia,China,,32.68455,117.07511,,,,,,,,https://www.gem.wiki/Huainan_Luohe_power_station
,,,Anhui Huainan Luoneng Power Generation Co Ltd [100%],Datang International Power Generation Co Ltd [52.8%]; An Hui Wenergy Co Ltd [46.0%]; other [1.2%],1000.0,permitted,,,Asia,China,,32.68455,117.07511,,,,,,,,https://www.gem.wiki/Huainan_Luohe_power_station
,,,Huaihu Coal & Power Co Ltd [100%],Huaihe Energy (Group) Co Ltd [50.4%]; Shanghai Electric Power Co Ltd [49.6%],1000.0,pre-permit,,,Asia,China,,32.7465,116.8127,,,,,,,,https://www.gem.wiki/Huainan_Tianji_power_station
,,,Huaihu Coal & Power Co Ltd [100%],Huaihe Energy (Group) Co Ltd [50.4%]; Shanghai Electric Power Co Ltd [49.6%],660.0,operating,,,Asia,China,,32.7465,116.8127,,,,,,,,https://www.gem.wiki/Huainan_Tianji_power_station
,,,Huaihu Coal & Power Co Ltd [100%],Huaihe Energy (Group) Co Ltd [50.4%]; Shanghai Electric Power Co Ltd [49.6%],630.0,operating,,,Asia,China,,32.7465,116.8127,,,,,,,,https://www.gem.wiki/Huainan_Tianji_power_station
,,,Huaihe Energy Power Group Co Ltd [100%],Huaihe Energy Holding Group Co Ltd [74.0%]; China Development Bank Corp [10.7%]; other [7.8%]; China Cinda Asset Management Co Ltd [7.4%],150.0,retired,,,Asia,China,,32.63699,116.847185,,,,,,,,https://www.gem.wiki/Huainan_Xinzhuangzi_power_station
,,,Jiangsu Huaiyin Power Generation Co Ltd [100%],Jiangsu Guoxin Corp Ltd [95.0%]; Huai'an State Owned Joint Investment Development Group Co Ltd [5.0%],330.0,operating,,,Asia,China,,33.5865,119.01202,,,,,,,,https://www.gem.wiki/Huaiyin_power_station
,,,Jiangsu Huaiyin Power Generation Co Ltd [100%],Jiangsu Guoxin Corp Ltd [95.0%]; Huai'an State Owned Joint Investment Development Group Co Ltd [5.0%],350.0,operating,,,Asia,China,,33.5865,119.01202,,,,,,,,https://www.gem.wiki/Huaiyin_power_station
,,,Jiangsu Huaiyin Power Generation Co Ltd [100%],Jiangsu Guoxin Corp Ltd [95.0%]; Huai'an State Owned Joint Investment Development Group Co Ltd [5.0%],55.0,retired,,,Asia,China,,33.5865,119.01202,,,,,,,,https://www.gem.wiki/Huaiyin_power_station
,,,Datang Longdong Energy Co Ltd [100%],China Datang Corp [100.0%],660.0,cancelled,,,Asia,China,,36.443523,106.728505,,,,,,,,https://www.gem.wiki/Huan_County_power_station
