plant_name,unit_name,plant_unit_name,owner,parent_company,capacity_mw,status,start_year,retired_year,region,country_area,subnational_unit,latitude,longitude,technology,fuel_type,announced_year,construction_start,operating_year,mothballed_year,cancelled_year,wiki_url
,,,Essar Power Ltd [100%],Essar Global Fund Ltd [100.0%],1000.0,cancelled,,,Asia,India,,22.35,82.683,,,,,,,,https://www.gem.wiki/Korba_Essar_power_station
,,,Chhattisgarh State Power Generation Co Ltd [100%],Chhattisgarh State Power Generation Co Ltd [100.0%],500.0,cancelled,,,Asia,India,,22.367321,82.760328,,,,,,,,https://www.gem.wiki/Korba_South_Thermal_Power_Project
,,,NTPC Ltd [100%],NTPC Ltd [100.0%],200.0,operating,,,Asia,India,,22.3874221,82.6818961,,,,,,,,https://www.gem.wiki/Korba_Super_Thermal_Power_Station_(NTPC)
,,,NTPC Ltd [100%],NTPC Ltd [100.0%],500.0,operating,,,Asia,India,,22.3874221,82.6818961,,,,,,,,https://www.gem.wiki/Korba_Super_Thermal_Power_Station_(NTPC)
,,,NTPC Ltd [100%],NTPC Ltd [100.0%],500.0,operating,,,Asia,India,,22.3881,82.6858,,,,,,,,https://www.gem.wiki/Korba_Super_Thermal_Power_Station_(NTPC)
,,,Chhattisgarh State Power Generation Co Ltd [100%],Chhattisgarh State Power Generation Co Ltd [100.0%],50.0,retired,,,Asia,India,,22.383369,82.719496,,,,,,,,https://www.gem.wiki/Korba_Thermal_power_station
,,,Chhattisgarh State Power Generation Co Ltd [100%],Chhattisgarh State Power Generation Co Ltd [100.0%],120.0,retired,,,Asia,India,,22.383369,82.719496,,,,,,,,https://www.gem.wiki/Korba_Thermal_power_station
,,,DCM Shriram Fertilisers & Chemicals [100%],DCM Shriram Ltd,85.0,operating,,,Asia,India,,25.128632,75.883521,,,,,,,,https://www.gem.wiki/Kota_Complex_power_station
,,,DCM Shriram Fertilisers & Chemicals [100%],DCM Shriram Ltd,40.0,operating,,,Asia,India,,25.128632,75.883521,,,,,,,,https://www.gem.wiki/Kota_Complex_power_station
,,,Rajasthan Rajya Vidyut Utpadan Nigam Ltd [100%],Rajasthan Rajya Vidyut Utpadan Nigam Ltd [100.0%],110.0,operating,,,Asia,India,,25.171014,75.816976,,,,,,,,https://www.gem.wiki/Kota_power_station
,,,Rajasthan Rajya Vidyut Utpadan Nigam Ltd [100%],Rajasthan Rajya Vidyut Utpadan Nigam Ltd [100.0%],210.0,operating,,,Asia,India,,25.171014,75.816976,,,,,,,,https://www.gem.wiki/Kota_power_station
,,,Rajasthan Rajya Vidyut Utpadan Nigam Ltd [100%],Rajasthan Rajya Vidyut Utpadan Nigam Ltd [100.0%],195.0,operating,,,Asia,India,,25.171014,75.816976,,,,,,,,https://www.gem.wiki/Kota_power_station
,,,SKIL Group [100%],SKIL Group [100.0%],600.0,cancelled,,,Asia,India,,18.9286,79.8176,,,,,,,,https://www.gem.wiki/Kotapally_power_station_(SKIL_Group)
,,,Telangana State Power Generation Corp Ltd [100%],Telangana State Power Generation Corp Ltd [100.0%],60.0,retired,,,Asia,India,,17.6219,80.69355,,,,,,,,https://www.gem.wiki/Kothagudem_Thermal_Power_Station
,,,Telangana State Power Generation Corp Ltd [100%],Telangana State Power Generation Corp Ltd [100.0%],250.0,operating,,,Asia,India,,17.6219,80.69355,,,,,,,,https://www.gem.wiki/Kothagudem_Thermal_Power_Station
,,,Telangana State Power Generation Corp Ltd [100%],Telangana State Power Generation Corp Ltd [100.0%],500.0,operating,,,Asia,India,,17.6219,80.69355,,,,,,,,https://www.gem.wiki/Kothagudem_Thermal_Power_Station
,,,Telangana State Power Generation Corp Ltd [100%],Telangana State Power Generation Corp Ltd [100.0%],800.0,operating,,,Asia,India,,17.6219,80.69355,,,,,,,,https://www.gem.wiki/Kothagudem_Thermal_Power_Station
,,,Telangana State Power Generation Corp Ltd [100%],Telangana State Power Generation Corp Ltd [100.0%],120.0,retired,,,Asia,India,,17.6219,80.69355,,,,,,,,https://www.gem.wiki/Kothagudem_Thermal_Power_Station
,,,Navayuga Power [100%],CVR Group,660.0,cancelled,,,Asia,India,,14.194444,80.091667,,,,,,,,https://www.gem.wiki/Krishnapatnam_Navayuga_thermal_station
,,,Coastal Andhra Power Ltd [100%],Reliance Power Ltd [100.0%],4000.0,cancelled,,,Asia,India,,14.252061,80.120748,,,,,,,,https://www.gem.wiki/Krishnapatnam_Ultra_Mega_Power_Project
,,,KSK Energy Ventures Ltd [100%],KSK Energy Ventures Ltd [100.0%],600.0,operating,,,Asia,India,,21.960296,82.409064,,,,,,,,https://www.gem.wiki/KSK_Mahanadi_Power_Project
,,,KSK Energy Ventures Ltd [100%],KSK Energy Ventures Ltd [100.0%],600.0,construction,,,Asia,India,,21.960296,82.409064,,,,,,,,https://www.gem.wiki/KSK_Mahanadi_Power_Project
,,,KSK Energy Ventures Ltd [100%],KSK Energy Ventures Ltd [100.0%],1800.0,cancelled,,,Asia,India,,22.749905,82.572849,,,,,,,,https://www.gem.wiki/KSK_Narmada_Power_Project
,,,NTPC Ltd [100%],NTPC Ltd [100.0%],800.0,operating,,,Asia,India,,16.499546,75.834632,,,,,,,,https://www.gem.wiki/Kudgi_Super_Thermal_Power_Project
,,,NTPC Ltd [100%],NTPC Ltd [100.0%],800.0,cancelled,,,Asia,India,,16.499546,75.834632,,,,,,,,https://www.gem.wiki/Kudgi_Super_Thermal_Power_Project
,,,JSW Energy Ltd [100%],JSW Energy Ltd [100.0%],660.0,cancelled,,,Asia,India,,21.8475,83.54,,,,,,,,https://www.gem.wiki/Kukurda_power_station
,,,Lalitpur Power Generation Co Ltd [100%],Bajaj Group [100.0%],45.0,operating,,,Asia,India,,27.03,82.23,,,,,,,,https://www.gem.wiki/Kundarki_Ipp_power_station
,,,Gujarat State Electricity Corp Ltd [100%],Gujarat Urja Vikas Nigam Ltd [100.0%],70.0,retired,,,Asia,India,,23.663934,68.784128,,,,,,,,https://www.gem.wiki/Kutch_GSECL_power_station
,,,Gujarat State Electricity Corp Ltd [100%],Gujarat Urja Vikas Nigam Ltd [100.0%],75.0,operating,,,Asia,India,,23.663934,68.784128,,,,,,,,https://www.gem.wiki/Kutch_GSECL_power_station
,,,Welspun Captive Power Generation Ltd [100%],Welspun India Ltd [77.0%]; other [23.0%],43.0,operating,,,Asia,India,,23.1175,70.0822,,,,,,,,https://www.gem.wiki/Kutch_Welspun_power_station
,,,Welspun Captive Power Generation Ltd [100%],Welspun India Ltd [77.0%]; other [23.0%],80.0,operating,,,Asia,India,,23.1175,70.0822,,,,,,,,https://www.gem.wiki/Kutch_Welspun_power_station
,,,KVK Nilachal Power Pvt Ltd [100%],KVK Energy & Infrastructure Pvt Ltd,1000.0,cancelled,,,Asia,India,,22.935627,85.09262,,,,,,,,https://www.gem.wiki/KVK_Jharkhand_project
,,,SPML Infra Ltd [100%],SPML Infra Ltd [100.0%],1200.0,cancelled,,,Asia,India,,28.8,79.0,,,,,,,,https://www.gem.wiki/Lakhisarai_power_station_(SPML)
,,,Bihar State Power Holding Co Ltd; NTPC Ltd,Bihar State Power Holding Co Ltd; NTPC Ltd,660.0,cancelled,,,Asia,India,,25.18036,86.25903,,,,,,,,https://www.gem.wiki/Lakhisarai_Thermal_Power_Station
,,,Century Pulp And Paper Ltd [100%],BK Birla Group,43.0,operating,,,Asia,India,,29.062378,79.521661,,,,,,,,https://www.gem.wiki/Lal_Kuan_Mill_power_station
,,,Lalitpur Power Generation Co Ltd [100%],Bajaj Group [100.0%],660.0,operating,,,Asia,India,,24.795833,78.646944,,,,,,,,https://www.gem.wiki/Lalitpur_power_project
,,,Lalitpur Power Generation Co Ltd [100%],Bajaj Group [100.0%],660.0,cancelled,,,Asia,India,,24.795833,78.646944,,,,,,,,https://www.gem.wiki/Lalitpur_power_project
,,,Lanco Amarkantak Power Ltd [100%],Lanco Amarkantak Power Ltd [100.0%],300.0,operating,,,Asia,India,,22.2454,82.7246,,,,,,,,https://www.gem.wiki/Lanco_Amarkantak_Thermal_Power_Project
,,,Lanco Amarkantak Power Ltd [100%],Lanco Amarkantak Power Ltd [100.0%],660.0,cancelled,,,Asia,India,,22.2420932,82.7247334,,,,,,,,https://www.gem.wiki/Lanco_Amarkantak_Thermal_Power_Project
,,,Vedanta Resources Ltd [100%],Vedanta Inc [100.0%],30.0,operating,,,Asia,India,,19.711863,83.397785,,,,,,,,https://www.gem.wiki/Lanjigarh_Refinery_power_station
,,,NTPC Ltd [100%],NTPC Ltd [100.0%],800.0,operating,,,Asia,India,,21.757661,83.457545,,,,,,,,https://www.gem.wiki/Lara_Integrated_Thermal_Power_Project
,,,NTPC Ltd [100%],NTPC Ltd [100.0%],800.0,permitted,,,Asia,India,,21.757661,83.457545,,,,,,,,https://www.gem.wiki/Lara_Integrated_Thermal_Power_Project
,,,NTPC Ltd [100%],NTPC Ltd [100.0%],800.0,cancelled,,,Asia,India,,21.757661,83.457545,,,,,,,,https://www.gem.wiki/Lara_Integrated_Thermal_Power_Project
,,,Larsen & Toubro Ltd [100%],Larsen & Toubro Ltd [100.0%],3200.0,cancelled,,,Asia,India,,22.986757,87.854975,,,,,,,,https://www.gem.wiki/Larsen_&_Tubro_power_station
,,,Tata Power Co Ltd [100%],Tata Power Co Ltd [100.0%],500.0,cancelled,,,Asia,India,,23.73,84.47,,,,,,,,https://www.gem.wiki/Latehar_power_station
,,,Maharashtra State Power Generation Co Ltd [100%],MSEB Holding Co Ltd [100.0%],1500.0,cancelled,,,Asia,India,,18.4,76.58,,,,,,,,https://www.gem.wiki/Latur_power_station
,,,My Home Power Pvt Ltd [100%],My Home Power Pvt Ltd [100.0%],1000.0,cancelled,,,Asia,India,,17.466444,82.961361,,,,,,,,https://www.gem.wiki/Lovapalem_power_station
,,,Patel Energy Resources [100%],Patel Energy,1320.0,cancelled,,,Asia,India,,20.8667,71.3667,,,,,,,,https://www.gem.wiki/Lunsapur_power_station
,,,Maadurga Thermal Power Company Ltd [100%],Maadurga Thermal Power Company Ltd [100.0%],30.0,cancelled,,,Asia,India,,20.57622,86.020728,,,,,,,,https://www.gem.wiki/Maadurga_Thermal_power_station
,,,Patni Energy [100%],Patni Energy [100.0%],405.0,cancelled,,,Asia,India,,18.655491,72.86792,,,,,,,,https://www.gem.wiki/Madhekar_power_station
,,,JSW Energy Ltd [100%],JSW Energy Ltd [100.0%],1320.0,cancelled,,,Asia,India,,23.282508,81.588249,,,,,,,,https://www.gem.wiki/Madhya_Pradesh_Jain_Energy_power_station
,,,Adhunik Power and Natural Resources Ltd [100%],Adhunik Metaliks Ltd; Mahanada Suppliers Pvt Ltd; small shareholder(s); Sunrwoth Stocks Pvt Ltd,270.0,operating,,,Asia,India,,22.836504,86.061294,,,,,,,,https://www.gem.wiki/Mahadev_Prasad_Super_Thermal_Power_Plant
,,,Adhunik Power and Natural Resources Ltd [100%],Adhunik Metaliks Ltd; Mahanada Suppliers Pvt Ltd; small shareholder(s); Sunrwoth Stocks Pvt Ltd,540.0,cancelled,,,Asia,India,,22.836504,86.061294,,,,,,,,https://www.gem.wiki/Mahadev_Prasad_Super_Thermal_Power_Plant
,,,Hindalco Industries Ltd [100%],Hindalco Industries Ltd [100.0%],150.0,operating,,,Asia,India,,24.220902,82.437197,,,,,,,,https://www.gem.wiki/Mahan_Aluminium_power_station
,,,Mahan Energen Ltd [100%],Adani Power Ltd [100.0%],600.0,operating,,,Asia,India,,24.008674,82.41703,,,,,,,,https://www.gem.wiki/Mahan_Super_Thermal_Power_Project
,,,Mahan Energen Ltd [100%],Adani Power Ltd [100.0%],600.0,shelved,,,Asia,India,,24.008674,82.41703,,,,,,,,https://www.gem.wiki/Mahan_Super_Thermal_Power_Project
,,,Mahan Energen Ltd [100%],Adani Power Ltd [100.0%],800.0,construction,,,Asia,India,,24.008674,82.41703,,,,,,,,https://www.gem.wiki/Mahan_Super_Thermal_Power_Project
,,,Mahan Energen Ltd [100%],Adani Power Ltd [100.0%],800.0,pre-permit,,,Asia,India,,24.008674,82.41703,,,,,,,,https://www.gem.wiki/Mahan_Super_Thermal_Power_Project
,,,Sudama Mahavir Power Pvt Ltd [100%],Sunil Hitech Engineers Ltd,660.0,cancelled,,,Asia,India,,25.093683,79.803314,,,,,,,,https://www.gem.wiki/Maharjapur_power_station
,,,Apraava Energy Pvt Ltd [100%],Caisse de dépôt et placement du Québec [50.0%]; CLP Holdings Ltd [50.0%],660.0,operating,,,Asia,India,,28.488143,76.352534,,,,,,,,https://www.gem.wiki/Mahatma_Gandhi_power_station
,,,Apraava Energy Pvt Ltd [100%],Caisse de dépôt et placement du Québec [50.0%]; CLP Holdings Ltd [50.0%],800.0,cancelled,,,Asia,India,,28.488143,76.352534,,,,,,,,https://www.gem.wiki/Mahatma_Gandhi_power_station
,,,Maithon Power Ltd [100%],Tata Power Co Ltd [74.0%]; Damodar Valley Corp [26.0%],1320.0,cancelled,,,Asia,India,,23.8209,86.76,,,,,,,,https://www.gem.wiki/Maithon_Right_Bank_Thermal_Power_Station
,,,Maithon Power Ltd [100%],Tata Power Co Ltd [74.0%]; Damodar Valley Corp [26.0%],525.0,operating,,,Asia,India,,23.8209,86.76,,,,,,,,https://www.gem.wiki/Maithon_Right_Bank_Thermal_Power_Station
,,,Anrak Aluminium Ltd [100%],Penna Group; Ras Al Khaimah Investment Authority,45.0,operating,,,Asia,India,,17.466444,82.961361,,,,,,,,https://www.gem.wiki/Makavarapalem_Smelter_power_station
,,,Malaxmi Energy [100%],Malaxmi Group,2640.0,cancelled,,,Asia,India,,22.640313,86.429787,,,,,,,,https://www.gem.wiki/Malaxmi_Mega_Thermal_Power_Project_(Thakurbari)
,,,Jindal Steel & Power Ltd [100%],Jindal Steel & Power Ltd [100.0%],525.0,construction,,,Asia,India,,20.922321,84.99105,,,,,,,,https://www.gem.wiki/Malibrahmani_power_station
,,,Jindal Steel & Power Ltd [100%],Jindal Steel & Power Ltd [100.0%],660.0,cancelled,,,Asia,India,,20.922321,84.99105,,,,,,,,https://www.gem.wiki/Malibrahmani_power_station
,,,Chetak Enterprises Ltd [100%],Chetak Enterprises Ltd [100.0%],1320.0,cancelled,,,Asia,India,,24.075305,75.068178,,,,,,,,https://www.gem.wiki/Mandsaur_power_station
,,,Manikgarh Cement Co [100%],BK Birla Group,30.0,operating,,,Asia,India,,19.721222,79.174604,,,,,,,,https://www.gem.wiki/Manikgarh_Cement_power_station
,,,Lalitpur Power Generation Co Ltd [100%],Bajaj Group [100.0%],45.0,operating,,,Asia,India,,27.81,79.94,,,,,,,,https://www.gem.wiki/Maqsoodpur_power_station
,,,NTPC Ltd [100%],NTPC Ltd [100.0%],4000.0,cancelled,,,Asia,India,,12.19036,79.941856,,,,,,,,https://www.gem.wiki/Marakkanam_Super_Thermal_Power_Project
,,,North Eastern Electric Power Corp Ltd [100%],NTPC Ltd [100.0%],660.0,cancelled,,,Asia,India,,27.489464,95.360144,,,,,,,,https://www.gem.wiki/Margherita_power_station
,,,Chhattisgarh State Power Generation Co Ltd [100%],Chhattisgarh State Power Generation Co Ltd [100.0%],500.0,operating,,,Asia,India,,22.070801,82.602189,,,,,,,,https://www.gem.wiki/Marwa_power_station
,,,NCL Industries Ltd [100%],NCL Industries Ltd [100.0%],30.0,shelved,,,Asia,India,,16.714423,79.817713,,,,,,,,https://www.gem.wiki/Mattapalli_Cement_Plant_power_station
,,,NTPC Ltd [100%],NTPC Ltd [100.0%],500.0,operating,,,Asia,India,,21.18074,79.396541,,,,,,,,https://www.gem.wiki/Mauda_power_station
,,,NTPC Ltd [100%],NTPC Ltd [100.0%],660.0,operating,,,Asia,India,,21.18074,79.396541,,,,,,,,https://www.gem.wiki/Mauda_power_station
,,,Meenakshi Energy Ltd [100%],Vedanta Ltd [100.0%],150.0,operating,,,Asia,India,,14.211195,80.090062,,,,,,,,https://www.gem.wiki/Meenakshi_Energy_Thermal_Power_Project
,,,Meenakshi Energy Ltd [100%],Vedanta Ltd [100.0%],350.0,construction,,,Asia,India,,14.211195,80.090062,,,,,,,,https://www.gem.wiki/Meenakshi_Energy_Thermal_Power_Project
,,,Meghavaram Power Pvt Ltd [100%],Meghavaram Power Pvt Ltd [100.0%],450.0,cancelled,,,Asia,India,,17.484945,82.494903,,,,,,,,https://www.gem.wiki/Meghavaram_Kakarapalli_power_station
,,,Usha Martin Ltd [100%],Usha Martin Ltd [100.0%],1200.0,cancelled,,,Asia,India,,25.323652,87.428188,,,,,,,,https://www.gem.wiki/Meherpur_power_station
,,,Meja Urja Nigam Pvt Ltd [100%],NTPC Ltd [50.0%]; Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd [50.0%],800.0,pre-permit,,,Asia,India,,25.145867,81.940096,,,,,,,,https://www.gem.wiki/Meja_Thermal_Power_Project
,,,Meja Urja Nigam Pvt Ltd [100%],NTPC Ltd [50.0%]; Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd [50.0%],660.0,operating,,,Asia,India,,25.145867,81.940096,,,,,,,,https://www.gem.wiki/Meja_Thermal_Power_Project
,,,Damodar Valley Corp [100%],Damodar Valley Corp [100.0%],500.0,operating,,,Asia,India,,23.4639,87.1311,,,,,,,,https://www.gem.wiki/Mejia_power_station
,,,Damodar Valley Corp [100%],Damodar Valley Corp [100.0%],210.0,operating,,,Asia,India,,23.4639,87.1311,,,,,,,,https://www.gem.wiki/Mejia_power_station
,,,Damodar Valley Corp [100%],Damodar Valley Corp [100.0%],250.0,operating,,,Asia,India,,23.4639,87.1311,,,,,,,,https://www.gem.wiki/Mejia_power_station
,,,Vainateya Power Pvt Ltd [100%],LANCO Infratech Ltd,660.0,cancelled,,,Asia,India,,8.9159,78.1374,,,,,,,,https://www.gem.wiki/Melamaruthur_power_station_(Vainateya)
,,,My Home Industries Pvt Ltd [100%],My Home Constructions Pvt Ltd [47.4%]; My Home Holdings Pvt Ltd [28.8%]; CRH India Investments BV [12.5%]; Jupally Real Estate Developers Pvt Ltd [11.4%],60.0,operating,,,Asia,India,,16.809733,79.915132,,,,,,,,https://www.gem.wiki/Mellacheruvu_Cement_power_station
,,,Periyar Energy [100%],Energo Group,300.0,cancelled,,,Asia,India,,9.1,78.316111,,,,,,,,https://www.gem.wiki/Melmandai_power_station
,,,Maharashtra State Power Generation Co Ltd [100%],MSEB Holding Co Ltd [100.0%],1320.0,cancelled,,,Asia,India,,20.466667,79.8,,,,,,,,https://www.gem.wiki/Mendki_thermal_power_project
,,,Tata Steel Ltd [100%],Tata Steel Ltd [100.0%],150.0,operating,,,Asia,India,,20.8072919,85.2531512,,,,,,,,https://www.gem.wiki/Meramandali_power_station
,,,Tata Steel Ltd [100%],Tata Steel Ltd [100.0%],256.0,cancelled,,,Asia,India,,20.8082137,85.2590239,,,,,,,,https://www.gem.wiki/Meramandali_power_station
,,,Tata Steel Ltd [100%],Tata Steel Ltd [100.0%],185.0,cancelled,,,Asia,India,,20.8082137,85.2590239,,,,,,,,https://www.gem.wiki/Meramandali_power_station
,,,JSW Holdings Ltd [100%],JSW Holdings Ltd [100.0%],30.0,operating,,,Asia,India,,11.814008,77.919073,,,,,,,,https://www.gem.wiki/Mettur_Siscol_power_station
,,,Tamil Nadu Generation and Distribution Co Ltd [100%],TNEB Ltd,210.0,operating,,,Asia,India,,11.7720201,77.8141046,,,,,,,,https://www.gem.wiki/Mettur_Thermal_Power_Station
,,,Tamil Nadu Generation and Distribution Co Ltd [100%],TNEB Ltd,600.0,operating,,,Asia,India,,11.7744564,77.8172243,,,,,,,,https://www.gem.wiki/Mettur_Thermal_Power_Station
,,,Abhijeet Power Ltd [100%],Corporate Ispat Alloys Ltd [10.9%]; other [2.1%]; Abhijeet Ventures Ltd,61.5,operating,,,Asia,India,,21.0377,78.9334,,,,,,,,https://www.gem.wiki/MIHAN_Power_Project
,,,Mirzapur Thermal Energy (UP) Pvt Ltd [100%],Adani Power Ltd [99.8%],800.0,pre-permit,,,Asia,India,,25.136582,82.562199,,,,,,,,https://www.gem.wiki/Welspun_Energy_Mirzapur_power_station
,,,Emami Cements [100%],Emami Group,500.0,cancelled,,,Asia,India,,22.43,80.12,,,,,,,,https://www.gem.wiki/Mohgaon_power_station
,,,Hindustan Powerprojects Pvt Ltd [100%],Blackstone Inc,1980.0,cancelled,,,Asia,India,,25.17,86.09,,,,,,,,https://www.gem.wiki/Moma_power_station
,,,Hindustan Powerprojects Pvt Ltd; PTC India Ltd,Blackstone Inc; PTC India Ltd,150.0,cancelled,,,Asia,India,,21.993352,82.615414,,,,,,,,https://www.gem.wiki/Moser_Baer_Captive_Power_Project
,,,Nana Layja Power Co Ltd [100%],24R Advisory Services Pvt Ltd; Central Bank of India; Housing Development Finance Corp Ltd; IL&FS Employees Welfare Trust; Infrastructure Leasing & Financial Services Ltd; Life Insurance Corporation of India Ltd; ORIX Corp; State Bank of India,660.0,cancelled,,,Asia,India,,22.86,69.39,,,,,,,,https://www.gem.wiki/Mota_Layja_power_station
,,,Pench Thermal Energy (MP) Ltd [100%],Adani Power Ltd [100.0%],660.0,permitted,,,Asia,India,,21.69,79.24,,,,,,,,https://www.gem.wiki/MP_Adani_power_station
,,,Madhya Pradesh Power Generating Co Ltd [100%],Madhya Pradesh Power Generating Co Ltd [100.0%],120.0,retired,,,Asia,India,,23.162146,81.632816,,,,,,,,https://www.gem.wiki/MP_Amarkantak_power_station
,,,Madhya Pradesh Power Generating Co Ltd [100%],Madhya Pradesh Power Generating Co Ltd [100.0%],30.0,retired,,,Asia,India,,23.162146,81.632816,,,,,,,,https://www.gem.wiki/MP_Amarkantak_power_station
,,,Madhya Pradesh Power Generating Co Ltd [100%],Madhya Pradesh Power Generating Co Ltd [100.0%],210.0,operating,,,Asia,India,,23.162146,81.632816,,,,,,,,https://www.gem.wiki/MP_Amarkantak_power_station
,,,South Eastern Coalfields Ltd [49%]; Madhya Pradesh Power Generating Co Ltd [51%],Madhya Pradesh Power Generating Co Ltd [51.0%]; Coal India Ltd [49.0%],660.0,permitted,,,Asia,India,,23.162146,81.632816,,,,,,,,https://www.gem.wiki/MP_Amarkantak_power_station
,,,Punjab State Power Corp Ltd [100%],Punjab State Power Corp Ltd [100.0%],660.0,cancelled,,,Asia,India,,31.976137,75.739532,,,,,,,,https://www.gem.wiki/Mukerian_power_station
,,,CESC Ltd [100%],CESC Ltd [100.0%],30.0,retired,,,Asia,India,,22.8347,88.3813,,,,,,,,https://www.gem.wiki/Mulajore_power_station
,,,Luxor Energy Pvt Ltd [100%],Luxor Energy Pvt Ltd [100.0%],660.0,cancelled,,,Asia,India,,16.554453,75.729033,,,,,,,,https://www.gem.wiki/Mulwad_(Bijapur_Luxor)_power_station
,,,Adani Power Ltd [100%],Adani Power Ltd [100.0%],660.0,operating,,,Asia,India,,22.8234904,69.5534831,,,,,,,,https://www.gem.wiki/Mundra_Thermal_Power_Project_(Adani)
,,,Adani Power Ltd [100%],Adani Power Ltd [100.0%],660.0,operating,,,Asia,India,,22.8235448,69.5551568,,,,,,,,https://www.gem.wiki/Mundra_Thermal_Power_Project_(Adani)
,,,Adani Power Ltd [100%],Adani Power Ltd [100.0%],330.0,operating,,,Asia,India,,22.8235596,69.5511094,,,,,,,,https://www.gem.wiki/Mundra_Thermal_Power_Project_(Adani)
,,,Adani Power Ltd [100%],Adani Power Ltd [100.0%],660.0,operating,,,Asia,India,,22.8235448,69.5574957,,,,,,,,https://www.gem.wiki/Mundra_Thermal_Power_Project_(Adani)
,,,Adani Power Ltd [100%],Adani Power Ltd [100.0%],1000.0,cancelled,,,Asia,India,,22.8235448,69.5574957,,,,,,,,https://www.gem.wiki/Mundra_Thermal_Power_Project_(Adani)
,,,Creative Thermolite Power Pvt Ltd [100%],Creative Thermolite Power Pvt Ltd [100.0%],300.0,cancelled,,,Asia,India,,25.19967,81.502182,,,,,,,,https://www.gem.wiki/Murka_power_station
,,,Sembcorp Energy India Ltd [100%],Tanweer Infrastructure SAOC,660.0,operating,,,Asia,India,,14.351195,80.143086,,,,,,,,https://www.gem.wiki/Muthukur_Mandal_power_station_(Painampuram)
,,,Coastal Energen Pvt Ltd [100%],Coal & Oil Group,600.0,operating,,,Asia,India,,8.912716,78.144965,,,,,,,,https://www.gem.wiki/Mutiara_Coastal_Energen_Thermal_Power_Plant
,,,Coastal Energen Pvt Ltd [100%],Coal & Oil Group,800.0,cancelled,,,Asia,India,,8.912716,78.144965,,,,,,,,https://www.gem.wiki/Mutiara_Coastal_Energen_Thermal_Power_Plant
,,,Kanti Bijlee Utpadan Nigam Ltd [100%],NTPC Ltd [100.0%],110.0,retired,,,Asia,India,,26.194771,85.303302,,,,,,,,https://www.gem.wiki/Muzaffarpur_power_station
,,,Kanti Bijlee Utpadan Nigam Ltd [100%],NTPC Ltd [100.0%],195.0,operating,,,Asia,India,,26.194771,85.303302,,,,,,,,https://www.gem.wiki/Muzaffarpur_power_station
,,,Nabinagar Power Generating Company Pvt Ltd [100%],NTPC Ltd [100.0%],660.0,operating,,,Asia,India,,24.776,84.158025,,,,,,,,https://www.gem.wiki/Nabinagar_Super_Thermal_Power_Project
,,,Nabinagar Power Generating Company Pvt Ltd [100%],NTPC Ltd [100.0%],800.0,pre-permit,,,Asia,India,,24.776,84.158025,,,,,,,,https://www.gem.wiki/Nabinagar_Super_Thermal_Power_Project
,,,Bhartiya Rail Bijlee Co Ltd [100%],NTPC Ltd [74.0%]; Indian Railways [26.0%],250.0,operating,,,Asia,India,,24.705081,84.088738,,,,,,,,https://www.gem.wiki/Nabinagar_Thermal_Power_Project
,,,Nagai Power Pvt Ltd [100%],KVK Energy & Infrastructure Pvt Ltd [21.9%]; Koya & Company Construction Ltd; Megha Engineering & Infrastructures Ltd,150.0,operating,,,Asia,India,,10.824085,79.753828,,,,,,,,https://www.gem.wiki/Nagai_Nagapattinam_Power_Project
,,,Nagai Power Pvt Ltd [100%],KVK Energy & Infrastructure Pvt Ltd [21.9%]; Koya & Company Construction Ltd; Megha Engineering & Infrastructures Ltd,150.0,cancelled,,,Asia,India,,10.824085,79.753828,,,,,,,,https://www.gem.wiki/Nagai_Nagapattinam_Power_Project
,,,NCC Power Projects Ltd [100%],AVSR Holdings Pvt Ltd; Nagarjuna Construction Co Ltd,1320.0,cancelled,,,Asia,India,,18.9374,84.590157,,,,,,,,https://www.gem.wiki/Nagarjuna_Construction_Company_Sompeta_Thermal_Plant
,,,Singareni Collieries Company LTD [100%],Singareni Collieries Company LTD [100.0%],800.0,announced,,,Asia,India,,21.055833,84.882222,,,,,,,,https://www.gem.wiki/Naini
,,,Global Power & Steel [100%],Global Power & Steel [100.0%],660.0,cancelled,,,Asia,India,,26.183333,91.733333,,,,,,,,https://www.gem.wiki/Naitor_power_station
,,,Green Valley Energy Ventures Pvt Ltd [100%],Green Valley Energy Ventures Pvt Ltd [100.0%],660.0,cancelled,,,Asia,India,,17.409651,82.714788,,,,,,,,https://www.gem.wiki/Nakkapalli_power_station
,,,Gajamara Power Project [100%],National Aluminium Co Ltd; NTPC Ltd,1400.0,cancelled,,,Asia,India,,20.65616,85.604263,,,,,,,,https://www.gem.wiki/NALCO_Gajmara_power_station
,,,Gajamara Power Project [100%],National Aluminium Co Ltd; NTPC Ltd,1000.0,cancelled,,,Asia,India,,20.65616,85.604263,,,,,,,,https://www.gem.wiki/NALCO_Gajmara_power_station
,,,Essar Power Salaya Ltd [100%],Essar Global Fund Ltd,600.0,cancelled,,,Asia,India,,22.2,69.65,,,,,,,,https://www.gem.wiki/Nana_Madha_power_station
,,,Tata Steel Long Products Ltd [100%],Tata Steel Long Products Ltd [100.0%],135.0,cancelled,,,Asia,India,,20.833,85.1,,,,,,,,https://www.gem.wiki/Nandichod_power_station
